c5,c119,gemma3_4b_it_triplets,phi4mini_instruct_triplets,gemma3_4b_it_triplets_clean,phi4mini_instruct_triplets_clean
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","<N759TY, INSTANCE OF, AIRCRAFT>
<CE-182, INSTANCE OF, AIRCRAFT>
<N759TY, FOLLOWED BY, Q>
<N759TY, LOCATION, HOT SPRINGS>
<HOT SPRINGS, LOCATION, ARKANSAS>
<N759TY, LOCATION, FAYETTEVILLE>
<FAYETTEVILLE, LOCATION, TENNESSEE>",,"<N759TY, INSTANCE OF, AIRCRAFT>
<CE-182, INSTANCE OF, AIRCRAFT>
<N759TY, FOLLOWED BY, Q>
<N759TY, LOCATION, HOT SPRINGS>
<HOT SPRINGS, LOCATION, ARKANSAS>
<N759TY, LOCATION, FAYETTEVILLE>
<FAYETTEVILLE, LOCATION, TENNESSEE>",
20020710019879A,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,"<PILOT, STATED THAT, FAILED TO REMOVE THE CONTROL LOCK>
<FAILED TO REMOVE THE CONTROL LOCK, HAS CAUSE, TAKE OFF>","<CONTROL LOCK, HAS EFFECT, FAILED TO REMOVE>","<PILOT, STATED THAT, FAILED TO REMOVE THE CONTROL LOCK>
<FAILED TO REMOVE THE CONTROL LOCK, HAS CAUSE, TAKE OFF>","<CONTROL LOCK, HAS EFFECT, FAILED TO REMOVE>"
20020905024699I,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,"<PILOT, REFUELED, AIRCRAFT>
<AIRCRAFT, LOCATION, DESTINATION>
<FIVE GALLON CONTAINERS, PART OF, TWO FIVE GALLON CONTAINERS>","<AIRCRAFT, USED BY, PILOT>
<REFUEL, HAS EFFECT, TWO FIVE GALLON CONTAINERS>","<PILOT, REFUELED, AIRCRAFT>
<AIRCRAFT, LOCATION, DESTINATION>
<FIVE GALLON CONTAINERS, PART OF, TWO FIVE GALLON CONTAINERS>","<AIRCRAFT, USED BY, PILOT>
<REFUEL, HAS EFFECT, TWO FIVE GALLON CONTAINERS>"
20020916037649A,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI","<INSPECTOR STATEMENT, TIME PERIOD, SEPTEMBER 16, 2002>
<INSPECTOR STATEMENT, TIME, 9:30 A.M.>
<INSPECTOR STATEMENT, LOCATION, CANADAIGUA AI>","<INSPECTOR STATEMENT, TIME PERIOD, SEPTEMBER 16, 2002>
<INSPECTOR STATEMENT, TIME, 9:30 A.M. LOCAL TIME>
<INSPECTOR STATEMENT, LOCATION, CANADAIGUA AI>","<INSPECTOR STATEMENT, TIME PERIOD, SEPTEMBER 16, 2002>
<INSPECTOR STATEMENT, TIME, 9:30 A.M.>
<INSPECTOR STATEMENT, LOCATION, CANADAIGUA AI>","<INSPECTOR STATEMENT, TIME PERIOD, SEPTEMBER 16, 2002>
<INSPECTOR STATEMENT, TIME, 9:30 A.M. LOCAL TIME>
<INSPECTOR STATEMENT, LOCATION, CANADAIGUA AI>"
20021008028999I,(-23) AIRCRAFT WINGTIP STRUCK LIGHT POLE WHILE TAXIING IN AN AREA OF CONSTRUCTION. THE POLE LIGHTS WERE UNLIT AS WA,"<AIRCRAFT WINGTIP, INSTANCE OF, LIGHT POLE>
<AIRCRAFT WINGTIP, HAS CAUSE, LIGHT POLE>
<LIGHT POLE, LOCATION, AREA OF CONSTRUCTION>
<POLE LIGHTS, HAS EFFECT, UNLIT>","<(-23) AIRCRAFT WINGTIP, EVENT DISTANCE, LIGHT POLE>
<(-23) AIRCRAFT WINGTIP, USED BY, TAXIING IN AN AREA OF CONSTRUCTION>","<AIRCRAFT WINGTIP, INSTANCE OF, LIGHT POLE>
<AIRCRAFT WINGTIP, HAS CAUSE, LIGHT POLE>
<LIGHT POLE, LOCATION, AREA OF CONSTRUCTION>
<POLE LIGHTS, HAS EFFECT, UNLIT>","<(-23) AIRCRAFT WINGTIP, EVENT DISTANCE, LIGHT POLE>
<(-23) AIRCRAFT WINGTIP, USED BY, TAXIING IN AN AREA OF CONSTRUCTION>"
20021004034939I,(-23) DURING PREFLIGHT JUST PRIOR TO DEPARTURE PILOT WAS DISTRACTED BY CELL PHONE CALL. PILOT FAILED TO REMOVE AIRC,"<PILOT, DISTRACTED BY, CELL PHONE CALL>
<PILOT, HAS EFFECT, FAILED TO REMOVE AIRC>","<PILOT, EVENT DISTANCE, DURING PREFLIGHT>
<PILOT, HAS CAUSE, CELL PHONE CALL>
<PILOT, HAS EFFECT, FAILED TO REMOVE AIRC>","<PILOT, DISTRACTED BY, CELL PHONE CALL>
<PILOT, HAS EFFECT, FAILED TO REMOVE AIRC>","<PILOT, EVENT DISTANCE, DURING PREFLIGHT>
<PILOT, HAS CAUSE, CELL PHONE CALL>
<PILOT, HAS EFFECT, FAILED TO REMOVE AIRC>"
20021027029099I,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN ","<PILOT, USED BY, PILOT>
<PREFLIGHT INSPECTION, HAS EFFECT, THOROUGH>
<PROPELLER LOCK ATTACHMENT, HAS CAUSE, OVERLOOKING>","<PILOT, DID NOT PERFORM, THOROUGH PREFLIGHT INSPECTION>
<PILOT, OVERLOOKING, PROPELLER LOCK ATTACHMENT>","<PILOT, USED BY, PILOT>
<PREFLIGHT INSPECTION, HAS EFFECT, THOROUGH>
<PROPELLER LOCK ATTACHMENT, HAS CAUSE, OVERLOOKING>","<PILOT, DID NOT PERFORM, THOROUGH PREFLIGHT INSPECTION>
<PILOT, OVERLOOKING, PROPELLER LOCK ATTACHMENT>"
20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","<ENGINE, HAS CAUSE, INVERTED AEROBATIC MANEUVER>
<PILOT, USED BY, ENGINE>
<PILOT, FOLLOWED BY, RETURNING TO LEVEL FLIGHT>","<PILOT, REPORTED, ENGINE ""BURBLED"">
<PILOT, EVENT DISTANCE, INVERTED AEROBATIC MANEUVER>","<ENGINE, HAS CAUSE, INVERTED AEROBATIC MANEUVER>
<PILOT, USED BY, ENGINE>
<PILOT, FOLLOWED BY, RETURNING TO LEVEL FLIGHT>","<PILOT, REPORTED, ENGINE ""BURBLED"">
<PILOT, EVENT DISTANCE, INVERTED AEROBATIC MANEUVER>"
20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,"<CESSNA CE-401 N531MH, DEPARTED FROM, EAGLE CREEK AIRPORT>
<CESSNA CE-401 N531MH, EVENT DISTANCE, -23>
<WITNESS REPORTED, SAW, CESSNA CE-401 N531MH>
<DEPARTED FROM, TIME PERIOD, AFTER DARK>","<CESSNA CE-401 N531MH, LOCATION, EAGLE CREEK AIRPORT>
<CESSNA CE-401 N531MH, EVENT DISTANCE, AFTER DARK>","<CESSNA CE-401 N531MH, DEPARTED FROM, EAGLE CREEK AIRPORT>
<CESSNA CE-401 N531MH, EVENT DISTANCE, -23>
<WITNESS REPORTED, SAW, CESSNA CE-401 N531MH>
<DEPARTED FROM, TIME PERIOD, AFTER DARK>","<CESSNA CE-401 N531MH, LOCATION, EAGLE CREEK AIRPORT>
<CESSNA CE-401 N531MH, EVENT DISTANCE, AFTER DARK>"
20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J","<NOVEMBER 17, 2002, TIME PERIOD, 1630>
<CESSNA 152, INSTANCE OF, N4823L>
<N4823L, REGISTERED TO, AERO WINGS INC.>
<AERO WINGS INC., OPERATED BY, J>","<(-23), EVENT DISTANCE, NOVEMBER 17, 2002>
<(-23), TIME PERIOD, 2002>
<(-23), LOCATION, AERO WINGS INC.>
<(-23), USED BY, J>
<(-23), OPERATED BY, J>
<(-23), REGISTERED TO, AERO WINGS INC.>
<(-23), INSTANCE OF, CESSNA 152>","<NOVEMBER 17, 2002, TIME PERIOD, 1630>
<CESSNA 152, INSTANCE OF, N4823L>
<N4823L, REGISTERED TO, AERO WINGS INC.>
<AERO WINGS INC., OPERATED BY, J>","<(-23), EVENT DISTANCE, NOVEMBER 17, 2002>
<(-23), TIME PERIOD, 2002>
<(-23), LOCATION, AERO WINGS INC.>
<(-23), USED BY, J>
<(-23), OPERATED BY, J>
<(-23), REGISTERED TO, AERO WINGS INC.>
<(-23), INSTANCE OF, CESSNA 152>"
20021024033449I,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,"<CREW, FAILED TO SWITCH ON, WING AND ENGINE ANTI-ICE>
<WING AND ENGINE ANTI-ICE, HAS EFFECT, GROUND ICING CONDITIONS>","<CREW, FAILED TO, SWITCH ON THE WING AND ENGINE ANTI-ICE>
<CREW, CORRECTED ON, THE WING AND ENGINE ANTI-ICE>","<CREW, FAILED TO SWITCH ON, WING AND ENGINE ANTI-ICE>
<WING AND ENGINE ANTI-ICE, HAS EFFECT, GROUND ICING CONDITIONS>","<CREW, FAILED TO, SWITCH ON THE WING AND ENGINE ANTI-ICE>
<CREW, CORRECTED ON, THE WING AND ENGINE ANTI-ICE>"
20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","<BEAGLE AIRCRAFT B.206 BASSET, INSTANCE OF, N72KB>
<DESTROYED AF, EVENT DISTANCE, OCTOBER 2, 2002>
<DESTROYED AF, TIME PERIOD, 1540 EASTERN DAYLIGHT TIME>","<BEAGLE AIRCRAFT B.206 BASSET, EVENT DISTANCE, 1540 EASTERN DAYLIGHT TIME>
<BEAGLE AIRCRAFT B.206 BASSET, TIME PERIOD, OCTOBER 2, 2002>
<BEAGLE AIRCRAFT B.206 BASSET, LOCATION, N72KB>","<BEAGLE AIRCRAFT B.206 BASSET, INSTANCE OF, N72KB>
<DESTROYED AF, EVENT DISTANCE, OCTOBER 2, 2002>
<DESTROYED AF, TIME PERIOD, 1540 EASTERN DAYLIGHT TIME>","<BEAGLE AIRCRAFT B.206 BASSET, EVENT DISTANCE, 1540 EASTERN DAYLIGHT TIME>
<BEAGLE AIRCRAFT B.206 BASSET, TIME PERIOD, OCTOBER 2, 2002>
<BEAGLE AIRCRAFT B.206 BASSET, LOCATION, N72KB>"
20021201038509A,(-23) PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL. ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,"<PILOT REPORTED, HAS CAUSE, AIRCRAFT WOULD NOT ROTATE>
<AIRCRAFT, INSTANCE OF, REPORT>
<AIRCRAFT, EVENT DISTANCE, TAKE-OFF ROLL>
<AIRCRAFT, HAS EFFECT, SKIDDED OFF THE END>","<ABORTED TAKEOFF, EVENT DISTANCE, END O>","<PILOT REPORTED, HAS CAUSE, AIRCRAFT WOULD NOT ROTATE>
<AIRCRAFT, INSTANCE OF, REPORT>
<AIRCRAFT, EVENT DISTANCE, TAKE-OFF ROLL>
<AIRCRAFT, HAS EFFECT, SKIDDED OFF THE END>","<ABORTED TAKEOFF, EVENT DISTANCE, END O>"
20030225003209A,(-23) WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,"<WITNESSES AT THE DEPARTURE AIRPORT, STATED THAT, PILOT>
<PILOT, HAS CAUSE, SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT>","<PILOT, EVENT DISTANCE, DEPARTURE AIRPORT>","<WITNESSES AT THE DEPARTURE AIRPORT, STATED THAT, PILOT>
<PILOT, HAS CAUSE, SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT>","<PILOT, EVENT DISTANCE, DEPARTURE AIRPORT>"
20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,"<MS BOMBERGER, LANDED AT, CTJ>
<LANDED AT, FOLLOWED BY, SECOND NO FLAP APPROACH>
<SECOND NO FLAP APPROACH, HAS CAUSE, RAN OFF THE END OF THE RUNWAY>
<RAN OFF THE END OF THE RUNWAY, HAS EFFECT, NOSE>","<MS BOMBERGER, EVENT DISTANCE, CTJ>
<MS BOMBERGER, HAS CAUSE, NO FLAP APPROACH>
<MS BOMBERGER, HAS CAUSE, RAN OFF THE END OF THE RUNWAY>","<MS BOMBERGER, LANDED AT, CTJ>
<LANDED AT, FOLLOWED BY, SECOND NO FLAP APPROACH>
<SECOND NO FLAP APPROACH, HAS CAUSE, RAN OFF THE END OF THE RUNWAY>
<RAN OFF THE END OF THE RUNWAY, HAS EFFECT, NOSE>","<MS BOMBERGER, EVENT DISTANCE, CTJ>
<MS BOMBERGER, HAS CAUSE, NO FLAP APPROACH>
<MS BOMBERGER, HAS CAUSE, RAN OFF THE END OF THE RUNWAY>"
20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP","<AEROSPATIALE AS-350-BA, INSTANCE OF, SINGLE-ENGINE HELICOP>
<JANUARY 9, 2003, TIME PERIOD, 1500 CENTRAL STANDARD TIME>","<AS-350-BA SINGLE-ENGINE HELICOP, USED BY, AEROSPATIALE>","<AEROSPATIALE AS-350-BA, INSTANCE OF, SINGLE-ENGINE HELICOP>
<JANUARY 9, 2003, TIME PERIOD, 1500 CENTRAL STANDARD TIME>","<AS-350-BA SINGLE-ENGINE HELICOP, USED BY, AEROSPATIALE>"
20030306008999I,"(-23) DURING THE TAKEOFF ROLL THE PILOT IN COMMAND NOTICED A ""VIBRATION"". THE VIBRATION CONTINUED AND AS THE AIRCRA","<VIBRATION, HAS CAUSE, TAKEOFF ROLL>
<TAKEOFF ROLL, EVENT DISTANCE, -23>","<VIBRATION, EVENT DISTANCE, TAKEOFF ROLL>
<VIBRATION, HAS EFFECT, PILOT IN COMMAND>","<VIBRATION, HAS CAUSE, TAKEOFF ROLL>
<TAKEOFF ROLL, EVENT DISTANCE, -23>","<VIBRATION, EVENT DISTANCE, TAKEOFF ROLL>
<VIBRATION, HAS EFFECT, PILOT IN COMMAND>"
20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,"<AIRCRAFT, HAS CAUSE, BRAKES WERE INOPERATIVE>
<BRAKES WERE INOPERATIVE, HAS EFFECT, GROUNDED>
<CFK, USED BY, STUDENT PILOT>","<(-23) AIRCRAFT, CONDITION, INOPERATIVE BRAKES>
<(-23) AIRCRAFT, EVENT, GROUNDED>
<(-23) AIRCRAFT, CAUSE, INOPERATIVE BRAKES>
<(-23) AIRCRAFT, EVENT DISTANCE, FAILED TO CHECK>
<(-23) AIRCRAFT, USED BY, CFK>
<(-23) AIRCRAFT, USED BY, STUDENT PILOT>","<AIRCRAFT, HAS CAUSE, BRAKES WERE INOPERATIVE>
<BRAKES WERE INOPERATIVE, HAS EFFECT, GROUNDED>
<CFK, USED BY, STUDENT PILOT>","<(-23) AIRCRAFT, CONDITION, INOPERATIVE BRAKES>
<(-23) AIRCRAFT, EVENT, GROUNDED>
<(-23) AIRCRAFT, CAUSE, INOPERATIVE BRAKES>
<(-23) AIRCRAFT, EVENT DISTANCE, FAILED TO CHECK>
<(-23) AIRCRAFT, USED BY, CFK>
<(-23) AIRCRAFT, USED BY, STUDENT PILOT>"
20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,"<N961LL, INSTANCE OF, CREW>
<TAKEOFF ROLL, FOLLOWED BY, ABORTED>
<TAKEOFF ROLL, LOCATION, RUNWAY 4>
<TAKEOFF ROLL, TIME PERIOD, WHILE BEGINNING>
<TAKEOFF ROLL, HAS CAUSE, REACHING AN AIRSPEED>","<TAKEOFF ROLL, EVENT DISTANCE, (-23)>
<TAKEOFF ROLL, LOCATION, RUNWAY 4>
<TAKEOFF ROLL, EVENT, ABORTED>
<TAKEOFF ROLL, CREW, N961LL ABORTED>","<N961LL, INSTANCE OF, CREW>
<TAKEOFF ROLL, FOLLOWED BY, ABORTED>
<TAKEOFF ROLL, LOCATION, RUNWAY 4>
<TAKEOFF ROLL, TIME PERIOD, WHILE BEGINNING>
<TAKEOFF ROLL, HAS CAUSE, REACHING AN AIRSPEED>","<TAKEOFF ROLL, EVENT DISTANCE, (-23)>
<TAKEOFF ROLL, LOCATION, RUNWAY 4>
<TAKEOFF ROLL, EVENT, ABORTED>
<TAKEOFF ROLL, CREW, N961LL ABORTED>"
20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT","<DECEMBER 19, 2002, TIME PERIOD, 2002>
<BEECHCRAFT A36, INSTANCE OF, AIRCRAFT>
<N323D, INSTANCE OF, AIRCRAFT>
<AIRCRAFT, EVENT DISTANCE, -23>","<BEECRAFT A36, EVENT DISTANCE, -23>
<BEECRAFT A36, TIME PERIOD, DECEMBER 19, 2002>
<BEECRAFT A36, TIME PERIOD, 1530 MOUNTAIN STANDARD TIME>","<DECEMBER 19, 2002, TIME PERIOD, 2002>
<BEECHCRAFT A36, INSTANCE OF, AIRCRAFT>
<N323D, INSTANCE OF, AIRCRAFT>
<AIRCRAFT, EVENT DISTANCE, -23>","<BEECRAFT A36, EVENT DISTANCE, -23>
<BEECRAFT A36, TIME PERIOD, DECEMBER 19, 2002>
<BEECRAFT A36, TIME PERIOD, 1530 MOUNTAIN STANDARD TIME>"
20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH","<FALCON DA-20, LANDED AT, STANIFORD INTERNATIONAL AIRPORT>
<DECEMBER 19, 2002, TIME PERIOD, 1:03 AM>",,"<FALCON DA-20, LANDED AT, STANIFORD INTERNATIONAL AIRPORT>
<DECEMBER 19, 2002, TIME PERIOD, 1:03 AM>",
20030306005039A,"(-23) BAGS FROM AFT BAGGAGE STRUCK THE TAIL ROTOR IN FLIGHT, SUBSEQUENTLY THE TAIL ROTOR FAILED THE PILOT LANDED IN","<BAGS, STUCK, TAIL ROTOR>
<TAIL ROTOR FAILURE, HAS CAUSE, BAGS>
<PILOT, LANDED BY, TAIL ROTOR>","<BAGS, HAS CAUSE, TAIL ROTOR>
<TAIL ROTOR, HAS EFFECT, PILOT LANDED IN>","<BAGS, STUCK, TAIL ROTOR>
<TAIL ROTOR FAILURE, HAS CAUSE, BAGS>
<PILOT, LANDED BY, TAIL ROTOR>","<BAGS, HAS CAUSE, TAIL ROTOR>
<TAIL ROTOR, HAS EFFECT, PILOT LANDED IN>"
20030223010089I,"(-23) CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED. ON TH","<CREW, WAITED FOR, AIRCRAFT>
<AIRCRAFT, TAXIED TO, GATE>
<AIRCRAFT, LOCATED IN, HANGAR>
<AIRCRAFT, DEICED>","<CREW, WAITED FOR, AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR>
<CREW, ASSUMING THAT, IT HAD BEEN INSIDE AND DEICED>","<CREW, WAITED FOR, AIRCRAFT>
<AIRCRAFT, TAXIED TO, GATE>
<AIRCRAFT, LOCATED IN, HANGAR>
<AIRCRAFT, DEICED>","<CREW, WAITED FOR, AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR>
<CREW, ASSUMING THAT, IT HAD BEEN INSIDE AND DEICED>"
20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END","<22:30, TIME PERIOD, 02/08/2003>
<FS AIR, OPERATED BY, LEAR JET>
<LEAR JET, INSTANCE OF, MEDEVAC OPERATION>","<LEAR JET, USED BY, FS AIR>
<LEAR JET, LOCATION, MEDEVAC OPERATION>
<LEAR JET, TIME PERIOD, 02/08/2003>
<LEAR JET, EVENT DISTANCE, 22:30>","<22:30, TIME PERIOD, 02/08/2003>
<FS AIR, OPERATED BY, LEAR JET>
<LEAR JET, INSTANCE OF, MEDEVAC OPERATION>","<LEAR JET, USED BY, FS AIR>
<LEAR JET, LOCATION, MEDEVAC OPERATION>
<LEAR JET, TIME PERIOD, 02/08/2003>
<LEAR JET, EVENT DISTANCE, 22:30>"
20030130003529A,"(-23) ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D","<JANUARY 30, 2003, TIME PERIOD, -23>
<JANUARY 30, 2003, TIME PERIOD, 0330>
<ALASKA STANDARD TIME, LOCATION, ALASKA>
<CESSNA 208B AIRPLANE, INSTANCE OF, N1276P>
<CESSNA 208B AIRPLANE, HAS EFFECT, SUBSTANTIAL DAMAGE>","<CESSNA 208B AIRPLANE, USED BY, N1276P>
<CESSNA 208B AIRPLANE, TIME PERIOD, JANUARY 30, 2003>
<CESSNA 208B AIRPLANE, LOCATION, ALASKA STANDARD TIME>","<JANUARY 30, 2003, TIME PERIOD, -23>
<JANUARY 30, 2003, TIME PERIOD, 0330>
<ALASKA STANDARD TIME, LOCATION, ALASKA>
<CESSNA 208B AIRPLANE, INSTANCE OF, N1276P>
<CESSNA 208B AIRPLANE, HAS EFFECT, SUBSTANTIAL DAMAGE>","<CESSNA 208B AIRPLANE, USED BY, N1276P>
<CESSNA 208B AIRPLANE, TIME PERIOD, JANUARY 30, 2003>
<CESSNA 208B AIRPLANE, LOCATION, ALASKA STANDARD TIME>"
20030322004009A,"(-23) NO NTSB ACCIDENT NO, AS THIS IS AN ULTRA-LIGHT AIRCRAFT, AND THEY ELECTED NOT TO DO AN ACCIDENT REPORT. ^PRIV","<NTSB ACCIDENT, NOT, ULTRA-LIGHT AIRCRAFT>",,"<NTSB ACCIDENT, NOT, ULTRA-LIGHT AIRCRAFT>",
20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","<CRASH, TIME PERIOD, JUNE 11, 2003>
<CRASH, TIME PERIOD, 1242 EDT>
<CRASH, INSTANCE OF, STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT>","<CRASH, TIME PERIOD, 2003>
<CRASH, EVENT DISTANCE, -23>
<CRASH, USED BY, STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT>
<CRASH, LOCATION, JUNE 11, 2003>","<CRASH, TIME PERIOD, JUNE 11, 2003>
<CRASH, TIME PERIOD, 1242 EDT>
<CRASH, INSTANCE OF, STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT>","<CRASH, TIME PERIOD, 2003>
<CRASH, EVENT DISTANCE, -23>
<CRASH, USED BY, STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT>
<CRASH, LOCATION, JUNE 11, 2003>"
20030404010269A,(-23) A HOSE USED TO FILL THE CHEMICAL TANK FOR AERIAL APPLICATION WAS NOT REMOVED BEFORE THE PILOT ATTEMPTED TO TA,"<HOSE, USED TO, CHEMICAL TANK>
<CHEMICAL TANK, USED FOR, AERIAL APPLICATION>","<AERIAL APPLICATION, USED BY, HOSE>","<HOSE, USED TO, CHEMICAL TANK>
<CHEMICAL TANK, USED FOR, AERIAL APPLICATION>","<AERIAL APPLICATION, USED BY, HOSE>"
20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"<AIRCRAFT, LOCATION, TAXIWAY>
<AIRCRAFT, TIME PERIOD, TAXI>
<AIRCRAFT, FOLLOWED BY, HOLE COVER BROKE>","<TAXI, LOCATION, HANGER>
<TAXI, LOCATION, FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>","<AIRCRAFT, LOCATION, TAXIWAY>
<AIRCRAFT, TIME PERIOD, TAXI>
<AIRCRAFT, FOLLOWED BY, HOLE COVER BROKE>","<TAXI, LOCATION, HANGER>
<TAXI, LOCATION, FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>
<TAXI, EVENT DISTANCE, HANGER TO FUEL PUMPS AIRCRAFT>"
