c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19950511019239I,CARGO OF PALLETS SHIFTED AFT ON TAKEOFF. STRUCK AFT BULKHEAD. ABORTED PALLET CAME FORWARD INTO FRONT RETAINER WALL.,"<CARGO OF PALLETS, HAS CAUSE, SHIFTED AFT ON TAKEOFF>","<CARGO OF PALLETS, HAS CAUSE, SHIFTED AFT ON TAKEOFF>"
19950405014059I,TURNED ON AIRCRAFT GASOLINE HEATER TAXIING OUT. ADVISED SMOKE FROM NOSE. TURNED HEAT OFF. STARTED HEAT IMPROPERLY. ,"<AIRCRAFT GASOLINE HEATER, USED BY, AIRCRAFT>","<AIRCRAFT GASOLINE HEATER, USED BY, AIRCRAFT>"
19950525012979A,DURING ANNUAL RELEASED UNSIGNED FOR CHARTER. ROLLED OVER ON CLIMBOUT. BURNED. RIGHT PROP FEATHERED. NO 135 LISCENSE,"<ANNUAL, INSTANCE OF, RELEASED UNSIGNED FOR CHARTER>","<ANNUAL, INSTANCE OF, RELEASED UNSIGNED FOR CHARTER>"
19950526019579I,ENGINE QUIT AFTER REFUELING. LANDED RICE FIELD. FOUND WATER IN FUEL. REMOVED ENGINE FOR HARD LANDING CHECK.        ,"<ENGINE, HAS CAUSE, REFUELING>
<ENGINE, HAS EFFECT, QUIT>
<LANDED, LOCATION, RICE FIELD>
<WATER, PART OF, FUEL>
<ENGINE, USED BY, HARD LANDING CHECK>","<ENGINE, HAS CAUSE, REFUELING>
<ENGINE, HAS EFFECT, QUIT>
<LANDED, LOCATION, RICE FIELD>
<WATER, PART OF, FUEL>
<ENGINE, USED BY, HARD LANDING CHECK>"
19950408010139I,NARRATIVE: PILOT PERFORMED PREFLIGHT AND TAXIED TO RUN UP AREA. FLAPS WOULD NOT OPERATE. PILOT TAXIED BACK TO HANGA,"<PREFLIGHT, PERFORMED BY, PILOT>","<PREFLIGHT, PERFORMED BY, PILOT>"
19950416008009A,FAILED TO SECURE. CANOPY OPENED ON LIFTOFF. PITCHED UP. PULLED CANOPY DOWN. LOST CONTROL. HIT GROUND. FLIPPED OVER.,"<CANOPY, OPENED ON, LIFTOFF>","<CANOPY, OPENED ON, LIFTOFF>"
19950417029249I,2 TAKEOFF ABORTS.AUTO THROTTLE FAILED ENGAGE.TAKEOFF EPR NOT PROGRAMED IN TO FMC.CHECK LIST IMPROPERLY PERFORMED.  ,"<AUTO THROTTLE, HAS EFFECT, FAILED ENGAGE>","<AUTO THROTTLE, HAS EFFECT, FAILED ENGAGE>"
19950418010119I,NARRATIVE: MR. ROBIDOUX STATED THAT HE TAXIED THE AIRCRAFT FROM THE PARKING SPOT NEAR NORTHEAST AIR PROCEEDING TO R,"<AIRCRAFT, LOCATION, PARKING SPOT NEAR NORTHEAST AIR>","<AIRCRAFT, LOCATION, PARKING SPOT NEAR NORTHEAST AIR>"
19950421009249A,BOUNCED LANDING. TRIED GO AROUND WITH IDLE POWER. OVERFLEW RUNWAY INTO MARSH. UNFAMILIAR WITH VERNIER THROTTLE.    ,"<BOUNCED LANDING, HAS CAUSE, TRIED GO AROUND WITH IDLE POWER>
<TRIED GO AROUND WITH IDLE POWER, HAS EFFECT, OVERFLEW RUNWAY INTO MARSH>
<OVERFLEW RUNWAY INTO MARSH, HAS CAUSE, UNFAMILIAR WITH VERNIER THROTTLE>","<BOUNCED LANDING, HAS CAUSE, TRIED GO AROUND WITH IDLE POWER>
<TRIED GO AROUND WITH IDLE POWER, HAS EFFECT, OVERFLEW RUNWAY INTO MARSH>
<OVERFLEW RUNWAY INTO MARSH, HAS CAUSE, UNFAMILIAR WITH VERNIER THROTTLE>"
19950619021589I,AFTER DEPARTING HIGH OIL TEMP. LANDED OFF AIRPOR. SHEARED MAIN GEAR. FOUND LOW ON OIL.                             ,"<DEPARTING HIGH OIL TEMP, HAS EFFECT, LANDED OFF AIRPORT>
<LANDED OFF AIRPORT, HAS CAUSE, SHEARED MAIN GEAR>
<SHEARED MAIN GEAR, HAS CAUSE, FOUND LOW ON OIL>","<DEPARTING HIGH OIL TEMP, HAS EFFECT, LANDED OFF AIRPORT>
<LANDED OFF AIRPORT, HAS CAUSE, SHEARED MAIN GEAR>
<SHEARED MAIN GEAR, HAS CAUSE, FOUND LOW ON OIL>"
19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,"<CARGO DOOR, HAS EFFECT, CAME OPEN ON TAKEOFF>
<BAGGAGE, HAS CAUSE, FELL OUT>
<BAGGAGE, HAS EFFECT, INJESTED BY ENGINE>
<CO, HAS EFFECT, 30 DAY GROUND>","<CARGO DOOR, HAS EFFECT, CAME OPEN ON TAKEOFF>
<BAGGAGE, HAS CAUSE, FELL OUT>
<BAGGAGE, HAS EFFECT, INJESTED BY ENGINE>
<CO, HAS EFFECT, 30 DAY GROUND>"
19950429009899A,FAILED ACCELERATE ON TOW. PILOT RELEASED GLIDER. ABORTED TAKEOFF. GLIDER GROUND LOOPED. SPEED BRAKES WERE STILL ON.,"<GLIDER, USED BY, PILOT>","<GLIDER, USED BY, PILOT>"
19950703016069A,"LOW ROTOR RPM DEMO. AIRCRAFT BEGAN UNCOMMANDED TURN. LANDED HARD, BOUNCED. LEFT ANTITORQUE CABLE BROKE DUE WEAR.   ","<AIRCRAFT, HAS CAUSE, UNCOMMANDED TURN>
<AIRCRAFT, HAS EFFECT, LANDED HARD>
<AIRCRAFT, HAS EFFECT, BOUNCED>
<LEFT ANTITORQUE CABLE, HAS CAUSE, WEAR>","<AIRCRAFT, HAS CAUSE, UNCOMMANDED TURN>
<AIRCRAFT, HAS EFFECT, LANDED HARD>
<AIRCRAFT, HAS EFFECT, BOUNCED>
<LEFT ANTITORQUE CABLE, HAS CAUSE, WEAR>"
19950626014879A,LOCAL SURVEY FLIGHT. LOST TAIL ROTOR CONTROL. SPUN TO IMPACT. TAIL ROTOR SEPERATED WHEN FOULED BY LOOSE SURVEY TAPE,"<TAIL ROTOR, HAS CAUSE, LOOSE SURVEY TAPE>","<TAIL ROTOR, HAS CAUSE, LOOSE SURVEY TAPE>"
19950706016619A,FAILED UNTIE MAIN ROTORS PRIOR STARTUP. BLADE FAILED. HELICOPTER JUMPED UP. SHUTDOWN. SEVERE DAMAGE ON IMPACT.     ,"<MAIN ROTORS, PART OF, HELICOPTER>
<HELICOPTER, HAS CAUSE, FAILED UNTIE MAIN ROTORS>
<BLADE, HAS EFFECT, HELICOPTER JUMPED UP>
<HELICOPTER, HAS EFFECT, SEVERE DAMAGE ON IMPACT>","<MAIN ROTORS, PART OF, HELICOPTER>
<HELICOPTER, HAS CAUSE, FAILED UNTIE MAIN ROTORS>
<BLADE, HAS EFFECT, HELICOPTER JUMPED UP>
<HELICOPTER, HAS EFFECT, SEVERE DAMAGE ON IMPACT>"
19950712040299A,REPORTED POWER LOSS. LOST ELECTRICS. BELEIVED LOW ON FUEL. LANDED GEAR UP ON ROAD. ENGINES RUNNING. BATTERY PROBLEM,"<POWER LOSS, HAS CAUSE, BATTERY PROBLEM>","<POWER LOSS, HAS CAUSE, BATTERY PROBLEM>"
19950718019642A,"GLIDER COLLIDED WITH GROUND AFTER TOW, LOST POWER ON TAKEOFF. (.4)THE GLIDER PILOT STATED THAT AFTER HE COMPLETED H","<GLIDER, HAS CAUSE, LOST POWER ON TAKEOFF>","<GLIDER, HAS CAUSE, LOST POWER ON TAKEOFF>"
19950527014439A,LOST CONTROL ON CLIMBOUT AFTER TOW RELEASE. ROLLED BOTH WAYS. SPIRAL TO IMPACT. NEGLECTED TO CONNECT RIGHT AILERON.,"<CLIMBOUT, FOLLOWED BY, TOW RELEASE>","<CLIMBOUT, FOLLOWED BY, TOW RELEASE>"
19950718019641A,"TOWING GLIDER, COLLIDED WITH GROUND AFTER TOW AIRCRAFT LOST POWER ON TAKEOFF. (.4)THE GLIDER PILOT STATED THAT AFTE","<TOWING GLIDER, HAS CAUSE, TOW AIRCRAFT LOST POWER>","<TOWING GLIDER, HAS CAUSE, TOW AIRCRAFT LOST POWER>"
19950721019309A,DURING FUELING HELICOPTER. WALKED AWAY. FAILED REMOVE HOSE. THEN TRIED TAKE OFF HOSE ATTACHED. HIT PARKED PICKUP.  ,"<HELICOPTER, EVENT DISTANCE, FUELING>
<HELICOPTER, HAS CAUSE, FAILED REMOVE HOSE>
<HELICOPTER, HAS EFFECT, HIT PARKED PICKUP>","<HELICOPTER, EVENT DISTANCE, FUELING>
<HELICOPTER, HAS CAUSE, FAILED REMOVE HOSE>
<HELICOPTER, HAS EFFECT, HIT PARKED PICKUP>"
19950727026699I,FORGOT TO RAISE AMPHIBIOUS LANDING GEAR TO LAND ON WATER. NOSED OVER.                                              ,"<AMPHIBIOUS LANDING GEAR, USED BY, FORGOT TO RAISE>","<AMPHIBIOUS LANDING GEAR, USED BY, FORGOT TO RAISE>"
19950728028999I,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,"<GROUND LOOPED, LOCATION, EAA CONVENTION>","<GROUND LOOPED, LOCATION, EAA CONVENTION>"
19950730035019I,LOST RADIO CONTACT 10 MILES OUT. SQAWKED 7500 IN ERROR. LANDED IKK. MET BY POLICE. GENERATOR FAILED.               ,"<RADIO CONTACT, LOST, 10 MILES OUT>
<ERROR, SQAWKED, 7500>
<LANDED, LOCATION, IKK>
<POLICE, MET BY, LANDED>
<GENERATOR, FAILED, NONE>","<RADIO CONTACT, LOST, 10 MILES OUT>
<ERROR, SQAWKED, 7500>
<LANDED, LOCATION, IKK>
<POLICE, MET BY, LANDED>
<GENERATOR, FAILED, NONE>"
19950802021639A,LOST POWER ON CLIMBOUT. LANDED IN TREES. NO OIL. DIPSTICK NOT INSTALLED. ENGINE SHOWED POOR MAINTENANCE.           ,"<ENGINE, HAS CAUSE, POOR MAINTENANCE>","<ENGINE, HAS CAUSE, POOR MAINTENANCE>"
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,"<LOST POWER, HAS EFFECT, LANDED HARD IN ROUGH WATER>
<DAMAGED FLOATS, HAS CAUSE, LANDED HARD IN ROUGH WATER>
<DAMAGED LONGERON, HAS CAUSE, LANDED HARD IN ROUGH WATER>
<WATER IN FUEL, HAS CAUSE, MISREAD WATER IN SUMP TO BE FUEL>","<LOST POWER, HAS EFFECT, LANDED HARD IN ROUGH WATER>
<DAMAGED FLOATS, HAS CAUSE, LANDED HARD IN ROUGH WATER>
<DAMAGED LONGERON, HAS CAUSE, LANDED HARD IN ROUGH WATER>
<WATER IN FUEL, HAS CAUSE, MISREAD WATER IN SUMP TO BE FUEL>"
19950609018129A,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ","<POWER LOSS, HAS CAUSE, WATER IN FUEL>
<POWER LOSS, HAS CAUSE, DIRT IN FUEL>","<POWER LOSS, HAS CAUSE, WATER IN FUEL>
<POWER LOSS, HAS CAUSE, DIRT IN FUEL>"
19950809033989I,STRUCK A DEER ON LANDING ROLLOUT. COLLAPSED NOSE GEAR. SUDDEN ENGINE STIPPAGE. ANIMAL CONTROL INADEQUATE.          ,"<DEER, LOCATION, LANDING ROLLOUT>
<NOSE GEAR, HAS EFFECT, COLLAPSED>
<ENGINE, HAS CAUSE, SUDDEN STOPPAGE>
<ANIMAL CONTROL, HAS EFFECT, INADEQUATE>","<DEER, LOCATION, LANDING ROLLOUT>
<NOSE GEAR, HAS EFFECT, COLLAPSED>
<ENGINE, HAS CAUSE, SUDDEN STOPPAGE>
<ANIMAL CONTROL, HAS EFFECT, INADEQUATE>"
19950812023259A,POWER START DUE DEPLETED BATTERY. SMELLED SHORT EN ROUTE.PULLED FUSE.CRANKED GEAR COLLAPSED LANDING. NO SHORT FOUND,"<POWER START, HAS CAUSE, DEPLETED BATTERY>","<POWER START, HAS CAUSE, DEPLETED BATTERY>"
19950617021269I,ELECTRICAL SYSTEM EMERGENCY. LANDED AT BETH PAGE INSTEAD FRG. APPARENTLY FAILED TO TURN ON ALTERNATORS.            ,"<ELECTRICAL SYSTEM EMERGENCY, LOCATION, BETH PAGE>","<ELECTRICAL SYSTEM EMERGENCY, LOCATION, BETH PAGE>"
19950216008379I,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU","<CESSNA 207, INSTANCE OF, AIRPLANE>
<N1549U, OWNED BY, PILOT>
<PILOT, LOCATION, BETHEL AIRPORT>","<CESSNA 207, INSTANCE OF, AIRPLANE>
<N1549U, OWNED BY, PILOT>
<PILOT, LOCATION, BETHEL AIRPORT>"
19950817028609A,ENGINE QUIT ON DOWNWIND. UNABLE MAKE AIRPORT. LANDED TUNDRA. NOSED UP. FOUND ENGINE PRIMER UNLOCKED. RICH MIXTURE. ,"<ENGINE, HAS EFFECT, QUIT>
<ENGINE, LOCATION, DOWNWIND>
<AIRPORT, USED BY, UNABLE>
<TUNDRA, LOCATION, LANDED>
<ENGINE PRIMER, HAS CAUSE, UNLOCKED>
<MIXTURE, INSTANCE OF, RICH>","<ENGINE, HAS EFFECT, QUIT>
<ENGINE, LOCATION, DOWNWIND>
<AIRPORT, USED BY, UNABLE>
<TUNDRA, LOCATION, LANDED>
<ENGINE PRIMER, HAS CAUSE, UNLOCKED>
<MIXTURE, INSTANCE OF, RICH>"
19950826026079A,NOSE BAGGAGE DOOR CAME OPEN ON LIFTOFF. ADDED AND REDUCED POWER THREE TIMES THEN TRIED NOSE HIGH RETURN.HIT POLE.  ,"<NOSE BAGGAGE DOOR, EVENT DISTANCE, LIFTOFF>","<NOSE BAGGAGE DOOR, EVENT DISTANCE, LIFTOFF>"
19950626014949A,ENGINE FAILED ON POLICE SURVEILANCE FLIGHT. AUTOROTATED TO EDGE OF CLEARING. STRUCK TREES. WATER IN FUEL.          ,"<ENGINE, HAS EFFECT, FAILED>
<FLIGHT, INSTANCE OF, POLICE SURVEILLANCE>
<FLIGHT, HAS CAUSE, WATER IN FUEL>
<FLIGHT, HAS EFFECT, AUTOROTATED TO EDGE OF CLEARING>
<FLIGHT, HAS EFFECT, STRUCK TREES>","<ENGINE, HAS EFFECT, FAILED>
<FLIGHT, INSTANCE OF, POLICE SURVEILLANCE>
<FLIGHT, HAS CAUSE, WATER IN FUEL>
<FLIGHT, HAS EFFECT, AUTOROTATED TO EDGE OF CLEARING>
<FLIGHT, HAS EFFECT, STRUCK TREES>"
19950903030819A,STRUCK POWER LINES ON APPROACH. CAME TO REST WING CAUGHT BY POWER LINE. PILOT REPORTED MISUSED SPOILERS. (-23) DURI,"<STRUCK, HAS CAUSE, POWER LINES>","<STRUCK, HAS CAUSE, POWER LINES>"
19950903033269I,TRIED TO TAKEOFF MOTOR GLIDER WITH FULL FLAPS. STALLED.                                                            ,"<MOTOR GLIDER, HAS CAUSE, FULL FLAPS>","<MOTOR GLIDER, HAS CAUSE, FULL FLAPS>"
19950701026479I,DURING CHECK OUT IN 680 FLP NOSE GEAR COLLAPSED LANDING. HAD LOOSE STEERING MISSING BUSHING AND LOOSE GEAR.        ,"<NOSE GEAR COLLAPSED LANDING, TIME PERIOD, 680 FLP>","<NOSE GEAR COLLAPSED LANDING, TIME PERIOD, 680 FLP>"
19950906035259I,CLIMB NR1 ENGINE FIRE LIGHT. SHUTDOWN. STILL ON. USED BOTTLES. LIGHT OUT. HAD FIRE NO LEAK CHK NOZZLE CHANGE PER AD,"<NR1 ENGINE FIRE LIGHT, HAS CAUSE, FIRE>","<NR1 ENGINE FIRE LIGHT, HAS CAUSE, FIRE>"
19950703022969I,LOST POWER ON TAKEOFF. LANDED OFF AIRPORT. FUEL SELECT ON EMPTY TANK. OTHER FULL. FUEL GAGE INOPERATIVE.           ,"<POWER LOSS, HAS CAUSE, FUEL SELECT ON EMPTY TANK>","<POWER LOSS, HAS CAUSE, FUEL SELECT ON EMPTY TANK>"
19950910028399A,EN ROUTE TO SPRAY LOUD BANG AND TAIL ROTOR VIBRATION. LOST ANTI TORQUE CONTROL. SPUN IN. ENGINE MOUNTS BROKE.RUSTED,"<ANTI TORQUE CONTROL, LOST, EN ROUTE>","<ANTI TORQUE CONTROL, LOST, EN ROUTE>"
19950910034359I,ON DESCENT LEFT BRAKE NO PRESSURE RISE. SET BRAKE THEN OVERLOOKED FOR LANDING. BLEW ALL 4 MAIN TIRES. SUSPENDED.   ,"<LEFT BRAKE, HAS EFFECT, NO PRESSURE RISE>
<LANDING, HAS CAUSE, OVERLOOKED>
<MAIN TIRES, HAS EFFECT, BLEW>","<LEFT BRAKE, HAS EFFECT, NO PRESSURE RISE>
<LANDING, HAS CAUSE, OVERLOOKED>
<MAIN TIRES, HAS EFFECT, BLEW>"
19950918034829I,ON TAKEOFF LIFTOFF REALIZED GUST LOCKS STILL INSTALLED. ABORTED. RAN OFF END RUNWAY. COLLAPSED NOSE GEAR.          ,"<ABORTED, HAS CAUSE, GUST LOCKS STILL INSTALLED>
<RAN OFF END RUNWAY, HAS CAUSE, ABORTED>
<COLLAPSED NOSE GEAR, HAS CAUSE, RAN OFF END RUNWAY>","<ABORTED, HAS CAUSE, GUST LOCKS STILL INSTALLED>
<RAN OFF END RUNWAY, HAS CAUSE, ABORTED>
<COLLAPSED NOSE GEAR, HAS CAUSE, RAN OFF END RUNWAY>"
19950706024739I,ROUGH ENGINE EN ROUTE. LANDED ALB. NR4 CYL BORE TOO LARGE. USING OIL. PLUGS FOULED. SCAT HOSE COLLAPSED.           ,"<ROUGH ENGINE, LOCATION, EN ROUTE>","<ROUGH ENGINE, LOCATION, EN ROUTE>"
19950708017569A,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,"<AILERON PROBLEM, HAS EFFECT, LOST CONTROL>
<LOST CONTROL, HAS CAUSE, AILERON PROBLEM>
<AILERON PROBLEM, TIME PERIOD, PRIOR TO FLIGHT>","<AILERON PROBLEM, HAS EFFECT, LOST CONTROL>
<LOST CONTROL, HAS CAUSE, AILERON PROBLEM>
<AILERON PROBLEM, TIME PERIOD, PRIOR TO FLIGHT>"
19950924037039I,LANDED ON LAKE WITHOUT RETRACTING. AMPHIBIOUS GEAR. FLIPPED OVER.                                                  ,"<AMHIBIOUS GEAR, USED BY, LAKE>","<AMHIBIOUS GEAR, USED BY, LAKE>"
19951008037289I,"NARRATIVE: ON 10/08/95, AT 07:48 MDT, A SPECTATOR WATCHING THE LAUNCH OF LIGHTER-THAN-AIR FREE BALLOON WAS STRUCK I","<LIGHTER-THAN-AIR FREE BALLOON, EVENT DISTANCE, 10/08/95>","<LIGHTER-THAN-AIR FREE BALLOON, EVENT DISTANCE, 10/08/95>"
19951012037469I,"NARRATIVE: STUDENT PILOT ON HER FIRST CROSS COUNTRY SOLO. RECEIVED WEATHER BRIEFING, FILED A VFR PLAN, THEN DEPARTE","<STUDENT PILOT, INSTANCE OF, PILOT>","<STUDENT PILOT, INSTANCE OF, PILOT>"
19950717033279I,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   ,"<NR1 ENGINE, HAS EFFECT, FLAMED OUT>","<NR1 ENGINE, HAS EFFECT, FLAMED OUT>"
19950721019499A,LOST POWER AFTER SWITCHING TANKS. HIT WIRES LANDING. FUEL TANKS WERE EMPTY. BLADDER WAS COLLAPSED. FALSE READING. (,"<POWER LOSS, HAS CAUSE, SWITCHING TANKS>
<LANDING, HAS CAUSE, HIT WIRES>
<FUEL TANKS, INSTANCE OF, EMPTY>
<BLADDER, INSTANCE OF, COLLAPSED>
<READING, INSTANCE OF, FALSE>","<POWER LOSS, HAS CAUSE, SWITCHING TANKS>
<LANDING, HAS CAUSE, HIT WIRES>
<FUEL TANKS, INSTANCE OF, EMPTY>
<BLADDER, INSTANCE OF, COLLAPSED>
<READING, INSTANCE OF, FALSE>"
19950723039379I,FAILED TO CONNECT FUEL LINES TO WING TANKS. LOST POWER EN ROUTE. GEAR COLLAPSED LANDING.                           ,"<LOST POWER, HAS CAUSE, FAILED TO CONNECT FUEL LINES TO WING TANKS>","<LOST POWER, HAS CAUSE, FAILED TO CONNECT FUEL LINES TO WING TANKS>"
19950727025109I,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     ,"<LEFT HYDRAULICS, HAS EFFECT, LOST>
<SKYDROL FUMES, LOCATION, CABIN>
<APS, USED BY, APU>
<HYDRAULIC LINE, HAS CAUSE, BURST>","<LEFT HYDRAULICS, HAS EFFECT, LOST>
<SKYDROL FUMES, LOCATION, CABIN>
<APS, USED BY, APU>
<HYDRAULIC LINE, HAS CAUSE, BURST>"
19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,"<AIRCRAFT N363BE, DEPARTED, PHILADELPHIA>","<AIRCRAFT N363BE, DEPARTED, PHILADELPHIA>"
19951117041119I,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV","<PAM, LOCATION, RUNWAY 34>","<PAM, LOCATION, RUNWAY 34>"
19951027034839A,ON TAKEOFF ROLL NO LIFTOFF UNTIL OFF END RUNWAY. OVER AUTO INTO TREES. EXPLODED. FOUND CONTROL LOCK STILL IN PLACE.,"<CONTROL LOCK, INSTANCE OF, FOUND>","<CONTROL LOCK, INSTANCE OF, FOUND>"
19950802033319I,WHILE HOLDING HAD A RIGHT PROP BRAKE FIRE. BRAKE WAS PLACARDED PER MEL. USED PROP BRAKE IN VIOLATION OF MEL.       ,"<RIGHT PROP BRAKE, INSTANCE OF, BRAKE>","<RIGHT PROP BRAKE, INSTANCE OF, BRAKE>"
19951123038129A,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,"<RETURNING, HAS CAUSE, OPEN DOOR>
<CONTROL, HAS CAUSE, OPEN DOOR>
<CONTROL, HAS EFFECT, STALLED>
<CONTROL, HAS EFFECT, ROLLED INVERTED>
<CONTROL, HAS EFFECT, CRASHED>
<CONTROL, MAINTAINED BY, NOT MAINTAINED>","<RETURNING, HAS CAUSE, OPEN DOOR>
<CONTROL, HAS CAUSE, OPEN DOOR>
<CONTROL, HAS EFFECT, STALLED>
<CONTROL, HAS EFFECT, ROLLED INVERTED>
<CONTROL, HAS EFFECT, CRASHED>
<CONTROL, MAINTAINED BY, NOT MAINTAINED>"
19951125045319A,NOTICED WIND INCREASE. MADE HARD LANDING. PILOT EJECTED. BALLOON ROSE PASSENGER USED RIP CORD. IMPACT EJECTED ALL. ,"<PASSENGER, USED BY, RIP CORD>","<PASSENGER, USED BY, RIP CORD>"
19950811033049A,DURING PROCEDURE TURN PILOT RETRACTED FLAPS. STALLED. IMPACTED GROUND.                                             ,"<PROCEDURE TURN, FOLLOWED BY, PILOT RETRACTED FLAPS>
<PILOT RETRACTED FLAPS, HAS EFFECT, STALLED>
<STALLED, HAS EFFECT, IMPACTED GROUND>","<PROCEDURE TURN, FOLLOWED BY, PILOT RETRACTED FLAPS>
<PILOT RETRACTED FLAPS, HAS EFFECT, STALLED>
<STALLED, HAS EFFECT, IMPACTED GROUND>"
19950814024079A,TRIED DEPART HIGH ALTITUDE APA WITH FUEL BOOST ON. IMPROPERLY LEAN BY RPM. UNPROTECTED BOOST SWITCH MAYBE BUMPED ON,"<TRIED DEPART HIGH ALTITUDE APA, INSTANCE OF, EVENT>","<TRIED DEPART HIGH ALTITUDE APA, INSTANCE OF, EVENT>"
19951113036469A,UNCONTROLLABLE ON LIFTOFF. ABORTED. LANDED OFF END RUNWAY. CONTROL LOCK WAS STILL ON.                              ,"<UNCONTROLLABLE ON LIFTOFF, HAS CAUSE, CONTROL LOCK WAS STILL ON>","<UNCONTROLLABLE ON LIFTOFF, HAS CAUSE, CONTROL LOCK WAS STILL ON>"
19951127040579A,LANDED ON SNOW COVERED FROZEN LAKE. TAXIED BACK AND FORTH TO COMPACT SNOW.  ON TAKEOFF ELEVATOR FROZEN. NOSED IN.  ,"<ELEVATOR, HAS EFFECT, FROZEN>","<ELEVATOR, HAS EFFECT, FROZEN>"
19951114046609I,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ","<DELTA FLIGHT 981, LOCATION, AVL>","<DELTA FLIGHT 981, LOCATION, AVL>"
19950822025369A,TOO AIRCRAFT SANS PERMISSION WITH MASKING TAPES ON STATIC PORTS. OBSERVED LOW AND WOBBLY. ENGINES SPUTTERING.      ,"<STATIC PORTS, USED BY, MASKING TAPES>","<STATIC PORTS, USED BY, MASKING TAPES>"
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.","<EXPLOSION, HAS EFFECT, LIFTING LOGS>
<COMPRESSOR STALL, INSTANCE OF, NR1 ENGINE>","<EXPLOSION, HAS EFFECT, LIFTING LOGS>
<COMPRESSOR STALL, INSTANCE OF, NR1 ENGINE>"
19951216040669A,OBSERVED RIGHT BANK THEN PITCH DOWN TO GROUND IMPACT. ENGINE RUNNING. LEFT RUDDER CABLE NOT ATTACHED. HAD BEEN CUT.,"<LEFT RUDDER CABLE, NOT ATTACHED, ENGINE>","<LEFT RUDDER CABLE, NOT ATTACHED, ENGINE>"
19950903042959I,"NARRATIVE: THE PILOT REPORTED HE PULLED ONTO THE RUNWAY, APPLIED POWER, WHEN ONE PROPELLER BLADE SEPARATED FROM THE","<PROPELLER BLADE, SEPARATED FROM, RUNWAY>","<PROPELLER BLADE, SEPARATED FROM, RUNWAY>"
19951222042459A,DRIFTED ON NIGHT LANDING. BEGAN GO ROUND WITH FULL FLAPS. STALLED AT 15FT AGL. NOSED OVER. TOTAL NIGHT OPS 4HRS.   ,"<GO ROUND, HAS CAUSE, DRIFTED ON NIGHT LANDING>
<GO ROUND, USED BY, FULL FLAPS>
<STALLED, LOCATION, 15FT AGL>
<TOTAL NIGHT OPS, TIME PERIOD, 4HRS>","<GO ROUND, HAS CAUSE, DRIFTED ON NIGHT LANDING>
<GO ROUND, USED BY, FULL FLAPS>
<STALLED, LOCATION, 15FT AGL>
<TOTAL NIGHT OPS, TIME PERIOD, 4HRS>"
19951211040329A,FLYING IN HEAVY SNOW. LOST POWER IFR AT NIGHT. HIT TREES LANDING. ICED INDUCTION SYSTEM. FAILED USE ALTERNATE AIR. ,"<FLYING, HAS CAUSE, HEAVY SNOW>
<LOST POWER, HAS CAUSE, ICED INDUCTION SYSTEM>
<LOST POWER, HAS EFFECT, HIT TREES LANDING>
<LOST POWER, HAS EFFECT, FAILED USE ALTERNATE AIR>
<LOST POWER, TIME PERIOD, NIGHT>","<FLYING, HAS CAUSE, HEAVY SNOW>
<LOST POWER, HAS CAUSE, ICED INDUCTION SYSTEM>
<LOST POWER, HAS EFFECT, HIT TREES LANDING>
<LOST POWER, HAS EFFECT, FAILED USE ALTERNATE AIR>
<LOST POWER, TIME PERIOD, NIGHT>"
