c5,c119,gemma3_4b_it_triplets_clean
19780920018899I,"EXPLOSION HEARD DURING ENGINE START, PILOT MISTOOK FOR BACKFIRE, BEGAN FLIGHT. LATER FOUND EXHAUST TUNNELS DAMAGED.","<EXPLOSION, HAS CAUSE, ENGINE START>
<EXPLOSION, FOLLOWED BY, PILOT MISTOOK FOR BACKFIRE>
<PILOT MISTOOK FOR BACKFIRE, FOLLOWED BY, BEGAN FLIGHT>
<BEGAN FLIGHT, FOLLOWED BY, LATER FOUND EXHAUST TUNNELS DAMAGED>"
19781018032569I,PILOT UNABLE TO GET THE NOSE WHEEL DOWN. A TOW BAR WAS WEDGED INTO THE WHEEL WELL.                                 ,"<PILOT, HAS CAUSE, UNABLE TO GET THE NOSE WHEEL DOWN>
<NOSE WHEEL, PART OF, WHEEL>
<TOW BAR, WEDGED INTO, WHEEL>"
19781102023549I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,"<FORCED LANDING, HAS CAUSE, POWER LOSS>
<FORCED LANDING, HAS EFFECT, FOUND WATER>
<FOUND WATER, HAS EFFECT, FUEL>"
19781102023729I,AIRCRAFT STRUCK DITCH WHILE TAXIING AT NIGHT WITHOUT TAXI LIGHT. BATTERY WAS TOO WEAK DUE TO GENERATOR FAILURE.    ,"<AIRCRAFT, INSTANCE OF, AIRPLANE>
<AIRCRAFT, STRUCK, DITCH>
<AIRCRAFT, TAXIING, NIGHT>
<AIRCRAFT, LACKED, TAXI LIGHT>
<BATTERY, TOO WEAK, >
<GENERATOR, FAILURE, BATTERY>"
19780921019829I,"WHILE TAXIING TO MAINTENANCE HANGAR, PILOT LOST NOSE WHEEL STEERING. WINGTIP HIT HANGAR, CAUGHT ON FIRE.           ","<PILOT, USED BY, MAINTENANCE HANGAR>
<PILOT, LOST, NOSE WHEEL STEERING>
<WINGTIP, FOLLOWED BY, HANGAR>
<WINGTIP, HIT, HANGAR>
<HANGAR, HAS EFFECT, CAUGHT ON FIRE>"
19780925018069I,ENGINE SHUTDOWN DUE TO SMOKE FROM NACELLE. GEAR RETRACTED ON LANDING ROLLOUT.                                      ,"<ENGINE, HAS CAUSE, SMOKE>
<ENGINE, INSTANCE OF, NACELLE>
<GEAR, INSTANCE OF, GEAR>
<GEAR, RETRACTED, LANDING ROLLOUT>"
19780903028619A,PILOT WAS AWARE OF EXCESSIVE WATER IN FUEL.                                                                        ,"<PILOT, AWARE OF, EXCESSIVE WATER IN FUEL>"
19780923027059I,AIRCRAFT HAD TOTAL ELECTRICAL FAILURE ON FINAL. GEAR PARTIALLY EXTENDED AND COLLAPSED ON TOUCHDOWN.                ,"<AIRCRAFT, HAS CAUSE, TOTAL ELECTRICAL FAILURE>
<AIRCRAFT, EVENT DISTANCE, FINAL>
<AIRCRAFT, HAS EFFECT, GEAR PARTIALLY EXTENDED>
<AIRCRAFT, HAS EFFECT, COLLAPSED>
<AIRCRAFT, EVENT DISTANCE, TOUCHDOWN>"
19780908034669A,GENERATOR SHORTING.                                                                                                ,"<GENERATOR, HAS CAUSE, SHORTING>"
19781020041019A,ACFT STRUCK COM POLES & CONCRETE WALL & BURNED. NO 4 ROD ASY (PN 41A2) FAILED FOR UNKN RSN.                        ,"<ACFT, HAS CAUSE, STRUCK COM POLES>
<ACFT, HAS CAUSE, STRUCK CONCRETE WALL>
<ACFT, HAS CAUSE, BURNED>
<PN 41A2, INSTANCE OF, ROD ASY>
<PN 41A2, FAILED, UNKN RSN>"
19781021036569A,DMGD WING & AILERON DRG PREVIOUS LDG.                                                                              ,"<WING, HAS EFFECT, DMGD>
<AILERON, HAS EFFECT, DMGD>
<DMGD, TIME PERIOD, PREVIOUS LDG>"
19781009029939I,"ENGINE LOST POWER AFTER LIFTOFF, LANDED GEAR UP ON THE TAKEOFF RUNWAY. HAD BEEN TOPPED OFF WITH JET FUEL.          ","<ENGINE, HAS CAUSE, LOST POWER>
<ENGINE, TIME PERIOD, AFTER LIFTOFF>
<AIRCRAFT, INSTANCE OF, LANDED GEAR UP>
<AIRCRAFT, LOCATION, TAKEOFF RUNWAY>
<ENGINE, HAS EFFECT, TOPPED OFF WITH JET FUEL>"
19780829037939I,ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. LANDED ON REMAINING RUNWAY GEAR UP.                                ,"<ENGINE, HAS CAUSE, WATER IN FUEL>
<ENGINE, TIME PERIOD, AFTER LIFTOFF>
<ENGINE, HAS EFFECT, LANDED ON REMAINING RUNWAY GEAR UP>"
19790119001139A,AIRCRAFT FAILED TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE. STRUCK A FENCE AND WENT INVERTED.                      ,"<AIRCRAFT, HAS CAUSE, AIRFRAME ICE>
<AIRCRAFT, HAS EFFECT, FAILED TO CLIMB>
<AIRCRAFT, EVENT DISTANCE, 3 MILES>
<AIRCRAFT, LOCATION, FENCE>
<AIRCRAFT, EVENT DISTANCE, 3 MILES>
<AIRCRAFT, INSTANCE OF, INVERTED>"
19781108022269I,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.                                                       ,"<LANDING LIGHT, HAS EFFECT, INOPERATIVE>
<AFTER LANDING, FOLLOWED BY, NIGHT>
<RUNWAY, PART OF, TAXIWAY>
<RUNWAY, FOLLOWED BY, >"
19781114026859I,FORCED LANDING IN FIELD AFTER ENGINE QUIT. FOUND ICE IN FUEL LINES.                                                ,"<FORCED LANDING, HAS CAUSE, AFTER ENGINE QUIT>
<FORCED LANDING, LOCATION, FIELD>
<ICE IN FUEL LINES, HAS CAUSE, FOUND>
<ICE IN FUEL LINES, PART OF, FUEL LINES>"
19781120025989I,DIP STICK NOT PROPERLY SECURED. ENGINE SHUT DOWN DUE TO OIL LOSS. SINGLE GENERATOR FAILED DUE TO OVERLOAD.         ,"<DIP STICK, MAINTAINED BY, CREW>
<ENGINE, HAS CAUSE, OIL LOSS>
<ENGINE, HAS CAUSE, OVERLOAD>
<GENERATOR, HAS CAUSE, OVERLOAD>"
19781128024449I,"LANDING IN FIELD DUE TO POWER LOSS, WATER IN FUEL SYSTEM. WATER CAME FROM A FUEL STORAGE TANK.                     ","<AFTER LANDING, RESULTED IN, FIELD>
<AFTER LANDING, CAUSE, POWER LOSS>
<FUEL SYSTEM, HAS EFFECT, WATER>
<FUEL SYSTEM, CAUSED BY, FUEL STORAGE TANK>
<FUEL STORAGE TANK, OWNED BY, ?>"
19781230019999I,PILOT ASSUMED TANKS TO BE FULL. DID NOT CHECK. ONE ENGINE QUIT ON TAKEOFF DUE TO FUEL STARVATION.                  ,"<PILOT, USED BY, PILOT>
<TANKS, HAS EFFECT, FUEL STARVATION>
<ENGINE, HAS CAUSE, FUEL STARVATION>
<AFTER TAKEOFF, FOLLOWED BY, AFTER ENGINE QUIT>"
19781230020029I,ENGINE FALURE FOLLOWED BY TOTAL ELECTRICAL FAILURE. BATTERY KNOWN TO BE BAD. FUEL CONTROL UNIT POOR CONDITION.     ,"<ENGINE FAILURE, FOLLOWED BY, TOTAL ELECTRICAL FAILURE>
<BATTERY, IS, BAD>
<FUEL CONTROL UNIT, HAS CAUSE, POOR CONDITION>"
19790106001239I,"ICY RAMP AND RUNWAY, PILOT FAILED TO RELEASE BRAKES. TIRES BLOWN ON LANDING.                                       ","<ICY RAMP, LOCATION, RUNWAY>
<PILOT, HAS CAUSE, FAILED TO RELEASE BRAKES>
<TIRES, HAS CAUSE, BLOWN ON LANDING>"
19790107000829I,"ENGINE FLAMED OUT DURING TAXI, APPROXIMATELY 6 QTS. OF WATER DRAINED FROM LEFT NACELLE AND BOOST PUMP.             ","<ENGINE, HAS CAUSE, TAXI>
<ENGINE, EVENT DISTANCE, 6 QTS>
<ENGINE, LOCATION, LEFT NACELLE>
<ENGINE, LOCATION, BOOST PUMP>"
19790111000619I,ENGINE QUIT AFTER LIFTOFF. LANDED GEAR UP. FOUND WATER IN FUEL AND 3 FOULED SPARK PLUGS.                           ,"<ENGINE, HAS CAUSE, AFTER LIFTOFF>
<ENGINE, TIME PERIOD, AFTER LIFTOFF>
<ENGINE, HAS EFFECT, LANDED GEAR UP>
<ENGINE, HAS EFFECT, FOUND WATER IN FUEL>
<ENGINE, HAS EFFECT, 3 FOULED SPARK PLUGS>"
19790113001939I,ENGINE STOPPED DUE TO WATER IN ALL OF THE FUEL SYSTEM. LANDED ON THE AIRPORT.                                      ,"<ENGINE, HAS CAUSE, WATER IN ALL OF THE FUEL SYSTEM>
<ENGINE, INSTANCE OF, FUEL SYSTEM>
<ENGINE, EVENT DISTANCE, LANDED ON THE AIRPORT>"
19790116002119I,EMERGENCY LIFT-OFF AND GO AROUND DUE TO MAINTENANCE EQUIPMENT ON THE RUNWAY                                        ,"<EMERGENCY LIFT-OFF, HAS CAUSE, MAINTENANCE EQUIPMENT ON THE RUNWAY>"
19790123003659I,PILOT DISCOVERED HE HAD NO LEFT BRAKE DURING TAXI.                                                                 ,"<PILOT, HAS CAUSE, NO LEFT BRAKE>
<PILOT, MAINTAINED BY, BRAKE>"
19790127003899I,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT. ENGINE FAILED INTERNALLY.                                                  ,"<ENGINE, HAS CAUSE, RAN OUT OF OIL>
<ENGINE, INSTANCE OF, INSTRUCTIONAL FLIGHT>
<ENGINE, EVENT DISTANCE, FAILED INTERNALLY>"
19781110039789A,WITNESS STATED 1/4IN ICE ON AIRCRAFT.                                                                              ,"<ICE, HAS EFFECT, AIRCRAFT>
<ICE, EVENT DISTANCE, 1/4IN>"
19781104034149A,R SKID HUNG UP ON R TIE DOWN STRAPS OF TRAILER.                                                                    ,"<R SKID, PART OF, TRAILER>
<R SKID, HUNG UP ON, R TIE DOWN STRAPS>"
19781205041369A,PLT SEL CERTIFICATED.ELEVATOR GUST LOCK FOUND IN EARLY PART OF CRPATH BFR BREAK UP.                                ,"<PLT, USED BY, CERTIFICATED>
<ELEVATOR, HAS EFFECT, GUST LOCK>
<ELEVATOR, TIME PERIOD, EARLY PART OF CRPATH>
<ELEVATOR, TIME PERIOD, BFR BREAK UP>"
19781119026389I,"AS PILOT ATTEMPTED TURN ON TAXIWAY, WHEEL WENT INTO DITCH. NO BRAKES DUE TO INSUFFICIENT FLUID.                    ","<PILOT, USED BY, ATTEMPTED TURN ON TAXIWAY>
<WHEEL, FOLLOWED BY, DITCH>
<BRAKE, HAS EFFECT, INSUFFICIENT FLUID>"
19781216025369I,LANDING GEAR SELECTOR INADVERTENTLY LEFT IN UP POSITION. GEAR COLLAPSED ON TAKEOFF. GEAR WARNING HORN INOP.        ,"<LANDING GEAR SELECTOR, INADVERTENTLY LEFT IN, DOWN POSITION>
<LANDING GEAR SELECTOR, HAS EFFECT, GEAR COLLAPSED>
<LANDING GEAR SELECTOR, MAINTAINED BY, GEAR WARNING HORN>
<GEAR COLLAPSED, HAS CAUSE, LANDING GEAR SELECTOR>
<GEAR WARNING HORN, INOPERATIVE, GEAR WARNING HORN>
<GEAR COLLAPSED, FOLLOWED BY, AFTER TAKEOFF>"
19790102000919I,LOST DIRECTIONAL CONTROL ON ICY RUNWAY. RIGHT BRAKE MASTER CYLINDER WAS EMPTY. NOT SERVICED FOR 5 MONTHS.          ,"<DIRECTIONAL CONTROL, LOST BY, PILOT>
<RIGHT BRAKE MASTER CYLINDER, EMPTY, PILOT>
<PILOT, NOT SERVICED FOR, 5 MONTHS>"
19790127003859I,ENGINE QUIT DUE TO WATER IN THE FUEL. SOURCE OF CONTAMINATION WAS LOCAL STORAGE TANK.                              ,"<ENGINE, HAS CAUSE, WATER IN FUEL>
<WATER IN FUEL, SOURCE OF CONTAMINATION, LOCAL STORAGE TANK>"
19781231044159A,HEAVY FROST ON ACT AND ICE ON TRIM HINGES.                                                                         ,"<HEAVY FROST, HAS EFFECT, ACT>
<ICE, HAS EFFECT, TRIM HINGES>"
19781207022839I,"PILOT TOOK OFF WITH SNOW BLOWN IN THE ENGINE COMPARTMENT. SNOW MELTED, THEN FROZE UP THE THROTTLE LINKAGE.         ","<PILOT, USED BY, THROTTLE LINKAGE>
<SNOW, HAS EFFECT, THROTTLE LINKAGE>
<SNOW, HAS CAUSE, THROTTLE LINKAGE>"
19781102039739A,"GUST LOCK FOUND ATTACHED TO R WING. SUB DMG TO CESSNA 172,N8107T.                                                  ","<GUST LOCK, PART OF, R WING>
<CESSNA 172, INSTANCE OF, 172>
<CESSNA 172, AIRCRAFT OWNER, N8107T>
<CESSNA 172, HAS CAUSE, SUB DMG>"
19781215040349A,HOOK RELEASE ELECTRICAL PLUG FOUND DISCONNECTED.LOAD FROZEN TO THOUND.                                             ,"<HOOK RELEASE, HAS CAUSE, ELECTRICAL PLUG FOUND DISCONNECTED>
<HOOK RELEASE, STATE, LOAD FROZEN>
<HOOK RELEASE, HAS EFFECT, THOUND>"
19781117041969A,FROST ON AIRCRAFT.TURBOCHARGERS NOT USED ON TKOF.                                                                  ,"<FROST, HAS EFFECT, AIRCRAFT>
<TURBOCHARGERS, NOT USED BY, ACFT>
<TKOF, FOLLOWED BY, AFTER TAKEOFF>"
19781129037719A,PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE.PLT NOT INST RTD.TR SET 3005 VICE 2999.                            ,"<PLT, REQUESTED, SPCL VFR CLRNCE>
<PLT, NOT INSTALLED, RTD>
<PLT, SET, 3005>
<PLT, VICE, 2999>"
19781223039539A,BOTH GENERATOR CIRCUIT BREAKERS OUT.PILOT DID NOT RESET BREAKERS TTEMPT MANUAL GEAR EXTENSION.                     ,"<BOTH GENERATOR CIRCUIT BREAKERS OUT, HAS CAUSE, BOTH GENERATOR CIRCUIT BREAKERS OUT>
<PILOT, USED BY, PILOT>
<PILOT, HAS CAUSE, DID NOT RESET BREAKERS>
<GEAR, ATTEMPTED, MANUAL GEAR EXTENSION>"
19781228040429A,ELT IMPACT SWITCH INOP.                                                                                            ,"<ELT IMPACT SWITCH, INSTANCE OF, SWITCH>"
19790203005099I,PILOT LOST DIRECTIONAL CONTROL AFTER LOSING RIGHT BRAKE ON LANDING. VEERED OFF RUNWAY. BRAKE WORN OUT.             ,"<PILOT, HAS CAUSE, LOST RIGHT BRAKE>
<PILOT, HAS EFFECT, LOST DIRECTIONAL CONTROL>
<LOST DIRECTIONAL CONTROL, FOLLOWED BY, VEERED OFF RUNWAY>
<LOST RIGHT BRAKE, HAS CAUSE, BRAKE WORN OUT>"
19790207005159I,"FORCED LANDING AFTER ENGINE QUIT, FOUND ICE IN FUEL STRAINER.                                                      ","<FORCED LANDING, HAS CAUSE, AFTER ENGINE QUIT>
<ICE IN FUEL STRAINER, LOCATION, FUEL STRAINER>"
19790210006409I,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.                                                             ,"<FORCED LANDING, HAS CAUSE, AFTER ENGINE QUIT>
<FORCED LANDING, LOCATION, ?>
<FOUND WATER IN FUEL, HAS CAUSE, ?>"
19790220007249I,GRINDING NOISE WITH GEAR RETRACTION. NOSE GEAR PARTIALLY RETRACTED STRUT FLAT AND WHEEL CANTED.                    ,"<GRINDING NOISE, HAS CAUSE, GEAR RETRACTION>
<NOSE GEAR, PARTIALLY RETRACTED, STRUT>
<NOSE GEAR, POSITION, FLAT>
<WHEEL, CANTED, STRUT>"
19790223006939I,WHILE DEPARTING GATE JET BLAST CAUSED A BAGGAGE CART TO ROLL INTO B99 WHICH WAS FOLLOWING CLOSE BEHIND.            ,"<BAGGAGE CART, FOLLOWED BY, B99>
<BAGGAGE CART, LOCATION, GATE>
<BAGGAGE CART, HAS CAUSE, JET BLAST>
<JET BLAST, HAS EFFECT, BAGGAGE CART>"
19790306009619I,TAXIED INTO DRAINAGE DITCH AT NIGHT. LANDING LIGHT INOPERABLE.                                                     ,"<AIRCRAFT, TAXIED INTO, DRAINAGE DITCH>
<AIRCRAFT, HAS EFFECT, LANDING LIGHT INOPERABLE>
<AIRCRAFT, TIME PERIOD, NIGHT>"
19790313008789I,PILOT TAXIED OFF RAMP AT NIGHT. LANDING LIGHT WAS BURNED OUT                                                       ,"<PILOT, USED BY, LANDING LIGHT>
<LANDING LIGHT, HAS EFFECT, BURNED>"
19790316009739I,"NOSE WHEEL SANK DOWN IN HOLE ON RAMP, PROP STRUCK GROUND                                                           ","<NOSE WHEEL, PART OF, WING>
<NOSE WHEEL, HAS EFFECT, HOLE>
<PROP, HAS EFFECT, GROUND>"
19790318009229I,ZG FORCED LANDING AFTER ENGINE QUIT. FUEL SELECTOR WAS NOT POSITIONED PROPERLY.                                    ,"<ZG, FORCED LANDING, >
<ZG, EVENT DISTANCE, AFTER ENGINE QUIT>
<FUEL SELECTOR, HAS EFFECT, NOT POSITIONED PROPERLY>"
19790318009019I,PRECAUTIONARY LANDING MADE DUE TO LOW OVERCASE AND INSTRUMENT LIGHT INOPERATIVE.                                   ,"<PRECAUTIONARY LANDING, HAS CAUSE, LOW OVERCASE>
<PRECAUTIONARY LANDING, HAS CAUSE, INSTRUMENT LIGHT INOPERATIVE>"
19790404013469I,"LOUD NOISE DURING RETRACTION, NOSE GEAR COLLPASED ON LANDING. LOOSE NOSE GEAR DOOR JAMMED AND BROKE MECHANISM. ZK  ","<LOUD NOISE DURING RETRACTION, HAS CAUSE, NOSE GEAR COLLAPSED ON LANDING>
<NOSE GEAR COLLAPSED ON LANDING, HAS EFFECT, LOOSE NOSE GEAR DOOR>
<LOOSE NOSE GEAR DOOR, HAS EFFECT, JAMMED AND BROKE MECHANISM>
<ZK, INSTANCE OF, AIRCRAFT>"
19790207002469A,ARMED FLARE GUN DISCHARGED IN CABIN AFTER FALLING FROM GLOVE BOX.PILOT MADE EMERGENCY LANDING.                     ,"<ARMED FLARE GUN, DISCHARGED IN, CABIN>
<ARMED FLARE GUN, PART OF, GLOVE BOX>
<PILOT, MADE, EMERGENCY LANDING>"
19790316004819A,"PILOT UNABLE TO CONTROL AIRCRAFT DURING TAKEOFF, DUE TO RESTRICTED STEERING AND FROST.                             ","<PILOT, HAS CAUSE, RESTRICTED STEERING>
<PILOT, HAS CAUSE, FROST>
<AIRCRAFT, HAS CAUSE, RESTRICTED STEERING>
<AIRCRAFT, HAS CAUSE, FROST>
<AIRCRAFT, INSTANCE OF, AIRPLANE>"
19790224005689A,WITNESSES SAID THE PILOT DID NOT REMOVE SNOW FROM THE WINGS PRIOR TO TAKEOFF. AIRCRAFT FOUND 4 DAYS LATER.         ,"<PILOT, DID NOT REMOVE, SNOW>
<PILOT, ACTION, REMOVE SNOW>
<SNOW, PART OF, WINGS>
<AIRCRAFT, FOUND, 4 DAYS LATER>"
19790214002969A,"FAILED TO ASSURE SEAT WAS LOCKED.STARTED ENGINE,SEAT SLID BACK.PILOT WAS UNABLE REACH CONTROLS.HIT PARKED ACFT.    ","<FAILED TO ASSURE SEAT WAS LOCKED, HAS EFFECT, UNABLE REACH CONTROLS>
<STARTED ENGINE, FOLLOWED BY, SEAT SLID BACK>
<PILOT, USED BY, CONTROLS>
<HIT PARKED ACFT, HAS CAUSE, FAILED TO ASSURE SEAT WAS LOCKED>"
19790207005339I,FORWARD CARGO DOOR CAME OFF AFTER TAKEOFF. DOOR WAS NOT LATCHED.                                                   ,"<FORWARD CARGO DOOR, PART OF, DOOR>
<FORWARD CARGO DOOR, EVENT DISTANCE, AFTER TAKEOFF>
<DOOR, HAS EFFECT, WAS NOT LATCHED>"
19790414012459I,"ENGINE SUDDENLY STOPPED. FUEL SYSTEM FOUND TO BE CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE                 ","<ENGINE, HAS CAUSE, SUDDENLY STOPPED>
<FUEL SYSTEM, HAS EFFECT, CONTAMINATED>
<FUEL SYSTEM, HAS CAUSE, COLORLESS, ODERLESS SUBSTANCE>"
19790211007509A,ENGINE STOPPED ON CLIMB-OUT. MADE EMERGENCY CRASH LANDING. WATER IN FUEL.                                          ,"<ENGINE, HAS CAUSE, CLIMB-OUT>
<ENGINE, EVENT DISTANCE, CRASH LANDING>
<FUEL, HAS EFFECT, WATER>"
19790410008789A,FORCED LANDING DUE TO ENGINE FAILURE. THE PILOT SAID WATER FOUND IN FUEL AND IN COMPANY OWNED FUEL TANKER.         ,"<FORCED LANDING, HAS CAUSE, ENGINE FAILURE>
<PILOT, USED BY, COMPANY OWNED FUEL TANKER>
<WATER, HAS EFFECT, FUEL>"
